Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
ADIP,Edith Cowan University,Perth,Advanced Diploma of Dance (Elite Performance),Western Australian Academy of Performing Arts, , ,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/advanced-diploma-of-dance-elite-performance,English,D,"It takes a holistic approach to the needs of the dancer of the future, building the skills required for lifelong sustainability in the dance profession. The course encourages dancers' individuality, confidence, flair and creativity. Students take classes in ballet, pointe, classical repertoire, contemporary techniques, choreography, performance, dance history, music, fitness and kinesiology. Following completion of this course, it is possible to transfer to the Bachelor of Arts (Dance) for a third year of training that allows students to graduate with a Bachelor's degree.",,Australia,No,Yes,No,Yes,No,
ADIP,Edith Cowan University,Perth,Advanced Diploma of Live Production and Management Services,Western Australian Academy of Performing Arts, , ,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/advanced-diploma-of-live-production-and-management-services,English,D,"This course may appeal to those who have an interest in design, lighting, props, scenery, stage management and similar aspects of production. The course is structured to provide skills and experience consistent with the growing needs of the entertainment industry. Students work as directed on productions mounted by WAAPA and will be expected to provide service at a professional level of competence.","Scenic Designer, Costume Designer, Stylist, Art Finisher, Costumier, Dresser, Film Standby, Milliner, Muralist, Stage Manager",Australia,No,Yes,No,Yes,No,
ADIP,Edith Cowan University,Perth,Advanced Diploma of Music Industry,Western Australian Academy of Performing Arts, , ,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/advanced-diploma-of-music-industry,English,D,"Students attend classes in songwriting, media performance, history, theory, aural and second study. On completion, a successful music artist would be expected to gain national industry recognition. ","Musician, Performance Artist, Composer, Performer, Entertainer, Sound Recordist, Sound Designer, Sound Mixer",Australia,No,Yes,No,Yes,No,
ADEG,Edith Cowan University,Perth,Associate Degree in Criminology and Justice,Arts and Humanities,"6,850", ,AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/associate-degree-in-criminology-and-justice,English,A,"Students will develop an understanding of the theory and research that informs policing practice and offender management, as well as excellent academic literacy skills, including cultural awareness. The course facilitates students' practical skills and provides opportunities to apply learning. ","Police Officer, Community Corrections Officer, Parole Officer, Youth Justice Officer, Research & Policy Officer",Australia,Yes,Yes,Yes,Yes,No,
ADEG,Edith Cowan University,Perth,"Associate Degree of Sport, Recreation and Event Management",Business and Law,"10,250", ,AUD,Years,2.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/associate-degree-of-sport-recreation-and-event-management,English,D,"Students will graduate with not only theoretical knowledge but also the industry focused practical skills that will lead to a successful career in the sport, recreation and events sector. The course focuses upon an application of the key aspects of sport delivery systems, event management, leadership and programming, culture and professional identity development, sport and recreation facilities and services management, strategic and human resource management, marketing and communications, funding and finance, sport venue management, and event operations management. Students also undertake a range of professional industry practice opportunities in the relevant industries.","Sport and Recreation Event Officer, Recreation Services Officer, Sport Coordinator, Event Coordinator, Recreation Facility Officer, Outdoor and Adventure Recreation Program Coordinator, Youth and Children's Program Coordinator, Sport and Recreation Officer, Community Development Officer",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts,Arts and Humanities,"6,850","30,900",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts,English,A,"Arts graduates are highly employable and have an impact across our communities in many ways. They have strong critical, creative, practical and ethical skills that are highly adaptable within our increasingly diversified workplaces. So when you study a Bachelor of Arts, you’ll experience a dynamic, creative and critical immersion in culture, history and politics. It’s a transformative experience that’s both interdisciplinary and empowering. The course allows you to choose between disciplines including Visual Arts, Creative and Professional Writing, English, or Historical and Political Studies. Most importantly, you’ll be interacting with and learning from our dynamic staffwho are accomplished artists and published writers of national and international standing and passionate about culture, politics and teaching.","Public Servant, Government Adviser, International Consultant, Foreign Affairs Officer, Historian, Social Researcher, Heritage Consultant, Policy Analyst, Writer, Editor",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts (Acting),Western Australian Academy of Performing Arts,"6,850","32,900",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-acting,English,A,"The course has evolved as an extensive conservatoire training program guided by a philosophy of discovery, application and embodiment, delivered at all times in a diverse and inclusive environment. The core innovation of the program is to unite rigorous skills-based actor training with local, national and international guest directors and organisations, to simulate real-life industry programs and productions. The combination of all these factors means that students graduate with more than just acting skills; they are self-determined, autonomous strategists who are resilient and elite performers at the top of their game.","Actor, Theatre Actor, Screen Actor, Writer, Producer, Director, Radio Voice Over Artist, Radio Broadcaster, Choreographer, Casting Agent",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts (Arts Management),Business and Law,"9,650","32,150",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-arts-management,English,A,"The program is specifically industry-focused and designed to give students the knowledge and skills to work in a diverse range of art forms and organisations, including theatre companies, venues, dance companies, exhibitions, galleries, concerts and festivals. By studying at WAAPA, students have opportunities for practical experience, including placements/secondments in the wider arts industry.","General Manager, Arts Marketing Manager, Audience Development Manager, Sponsorship Manager, Business Development Manager, Communications Manager, Program Manager, Venue Manager, Producer, Events Coordinator",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts (Dance),Western Australian Academy of Performing Arts,"6,850","32,850",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-dance,English,A,"The pursuit of physical excellence is paired with the nurturing of creativity, laying the foundations for the performer, choreographer and/or independent practitioner. The course provides an insight into dance as an art form, and as a social and educative experience, offering additional skills in communication, critical thinking, research and analysis. Sustainability in relation to professional career pathways is emphasised through engagement with industry partners and exposure to diverse performance environments. Industry placement, short study tours and international exchange opportunities provide a local, national and international perspective.","Dancer, Contemporary Dancer, Ballet Dancer, Choreographer, Dance Teacher, Entertainer, Performer",Australia,No,Yes,No,Yes,No,
HONS,Edith Cowan University,Perth,Bachelor of Arts (Dance) Honours,Western Australian Academy of Performing Arts,"6,850","32,850",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-dance-honours,English,A,"The course involves learning in the theories of dance and related disciplines which underpin the basis of a research project, and is offered in two modes: Individual Research and Company Research. In the Link Dance Company research investigations will: expand movement knowledge through diverse choreographic processes; enhance performance skills through exposure to a variety of venues and performance environments; and attain a working knowledge of the logistics of performance and touring. Overseas and interstate tours include performance and workshop activities. Students will engage in a thesis topic of their choice but are encouraged to focus on the experience of technique, performance, and life experience in a company setting. In the Individual research mode students will: master one or more theoretical approaches to analysing and creating original work in dance practice or scholarly practice; design and implement a research project; and present the results of the research in performance and/or other media and/or in minor thesis form. Students gain an appreciation of the art of dance within a broader, interdisciplinary context of the arts and/or sciences, and will be able to articulate the significance of the original research they create.",,Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts (Music Theatre),Western Australian Academy of Performing Arts,"6,850","32,850",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-music-theatre,English,A,"The course also provides the opportunity for student performers to acquire specialist skills such as the creation and production of self-devised material, arts management and musical skills such as accompanying. ","Actor, Singer, Performer, Entertainer, Dancer",Australia,No,Yes,No,Yes,No,
HONS,Edith Cowan University,Perth,Bachelor of Arts Honours,Arts and Humanities,"6,850","30,850",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-honours,English,A,"This Honours course consists of a fourth year of study for students who have completed an undergraduate degree in Arts, Design, Media and Communications or Contemporary Arts. It consists of coursework and the preparation of a thesis.",,Australia,No,Yes,No,Yes,No,
HONS,Edith Cowan University,Bunbury,Bachelor of Arts Honours,Arts and Humanities,"6,850","30,850",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-honours,English,A,"This Honours course consists of a fourth year of study for students who have completed an undergraduate degree in Arts, Design, Media and Communications or Contemporary Arts. It consists of coursework and the preparation of a thesis.",,Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts Bachelor of Commerce,Business and Law,"9,650","31,500",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-bachelor-of-commerce,English,A,"It will broaden students' understanding of themselves, their community and the larger world as well as provide them with a foundation in the disciplines which constitute business studies, together with the opportunity for in-depth study and valuable industry experience. ","Community Service Professional, Diplomat, Interpreter, Overseas Aid Worker, Marketing Manager, Management Consultant, International Business Consultant, Government Adviser, Environmental Consultant, Planning Officer",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts Bachelor of Commerce,Business and Law,"9,650","31,500",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-bachelor-of-commerce,English,A,"It will broaden students' understanding of themselves, their community and the larger world as well as provide them with a foundation in the disciplines which constitute business studies, together with the opportunity for in-depth study and valuable industry experience. ","Community Service Professional, Diplomat, Interpreter, Overseas Aid Worker, Marketing Manager, Management Consultant, International Business Consultant, Government Adviser, Environmental Consultant, Planning Officer",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts Bachelor of Media and Communication,Arts and Humanities,"8,800","30,900",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-bachelor-of-media-and-communication,English,A,"Students gain knowledge in disciplines such as Historical and Political Studies and Broadcasting and Digital Journalism, or Visual Arts and Screen Production, or Creative and Professional Writing and Public Relations. There are numerous combinations of majors the students can choose from. Engaging in both Arts and Media and Communication broadens students' understanding of themselves, their community and the larger world, as well as providing them with the theoretical and practical dimensions of communication. It is an engaging program leading to a double degree which is internationally recognised in the global marketplace.","Diplomat, Editor, Writer, Advertising Executive, Broadcaster, Journalist, Community Service Professional, Media Commentator, Communications Officer, Policy Analyst",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts Bachelor of Science,Science,"7,200","31,400",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-bachelor-of-science,English,A,"The course provides a global outlook on scientific knowledge and it will broaden students' understanding of themselves, their community and the larger world, to make a wider contribution to society. It is a challenging educational program, engaging in powerful communication and scientific inquiry, leading to a degree which is internationally recognised in the global marketplace. ","Social Researcher, Author, Community Arts Leader, Community Service Professional, Interpreter, Overseas Aid Worker, Public Servant, Tour Officer, Heritage Officer, Government Adviser",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Arts Bachelor of Science,Science,"7,200","31,400",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-arts-bachelor-of-science,English,A,"The course provides a global outlook on scientific knowledge and it will broaden students' understanding of themselves, their community and the larger world, to make a wider contribution to society. It is a challenging educational program, engaging in powerful communication and scientific inquiry, leading to a degree which is internationally recognised in the global marketplace. ","Social Researcher, Author, Community Arts Leader, Community Service Professional, Interpreter, Overseas Aid Worker, Public Servant, Tour Officer, Heritage Officer, Government Adviser",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Aviation,Engineering,"9,700","32,000",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-aviation,English,A,"The course is technically-oriented, covering a good breadth of the underlying science and technology related to aircraft systems, in addition to a range of more general content areas related to the aviation industry.","Flight Planner, Aviation Operations Controller, Load Controller, CASA Regulator, Aviation Operations Officer, Air Traffic Controller, Royal Australian Airforce Officer, Pilot",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Commerce,Business and Law,"11,400","31,850",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-commerce,English,A,"Our students gain practical work-based industry experience through the Work Integrated Learning (WIL) program, as well as a range of networking opportunities to develop their career portfolio throughout their studies. Students will finesse their professional skills in the areas of leadership, teamwork, critical thinking, communication and problem solving, helping them to succeed in a variety of complex, competitive and dynamic global business environments. The course offers fifteen majors across a broad range of disciplines, all created in consultation with industry and many being professionally accredited and recognised by relevant industry bodies. Students can choose up to two majors, a major and a minor, or a major and a range of electives. The course is structured to provide students with great flexibility in tailoring the degree to suit their individual career aspirations.","Corporate Accountant, Bank Officer, Management Consultant, Economic Adviser, Financial Analyst, Human Resources Manager, Recruitment Consultant, Project Manager, Marketing/Sales Manager, Sport/Event Manager",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Bunbury,Bachelor of Commerce,Business and Law,"11,400","31,850",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-commerce,English,A,"Our students gain practical work-based industry experience through the Work Integrated Learning (WIL) program, as well as a range of networking opportunities to develop their career portfolio throughout their studies. Students will finesse their professional skills in the areas of leadership, teamwork, critical thinking, communication and problem solving, helping them to succeed in a variety of complex, competitive and dynamic global business environments. The course offers fifteen majors across a broad range of disciplines, all created in consultation with industry and many being professionally accredited and recognised by relevant industry bodies. Students can choose up to two majors, a major and a minor, or a major and a range of electives. The course is structured to provide students with great flexibility in tailoring the degree to suit their individual career aspirations.","Corporate Accountant, Bank Officer, Management Consultant, Economic Adviser, Financial Analyst, Human Resources Manager, Recruitment Consultant, Project Manager, Marketing/Sales Manager, Sport/Event Manager",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Commerce Bachelor of Psychology,Business and Law,"9,100","33,650",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-commerce-bachelor-of-psychology,English,A,"Students will gain practical experience and transferable employability skills including leadership, teamwork, critical thinking, communication and problem-solving and will also graduate with a qualification in Commerce (Human Resource Management Major) as well as in Psychology.","Human Resources Manager, Human Resources Consultant, Recruitment Officer, Training & Development Officer, Employment Relations Officer, Organisational Development Consultant, Management Consultant, Recruitment Consultant, Organisational Psychologist, Human Resource Case Manager",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Computer Science,Science,"9,700","34,050",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-computer-science,English,A,"The course emphasises critical thinking and problem solving alongside discipline knowledge and skills, providing students with the opportunity to undertake complex computer science projects both independently and in teams. Students are introduced to concepts including programming, mathematics, networking, databases and security in their foundation year, before specialising in an area of computer science. Advanced topics in computer science, including artificial intelligence and distributed computing, are studied alongside the chosen area of specialisation.","Computer Programmer, Computer Support Officer, Application Developer, Mobile Application Developer, Systems Analyst, e-Commerce Developer, Software Engineer, Software Designer, Project Manager",Australia,Yes,Yes,Yes,Yes,Yes,
HONS,Edith Cowan University,Perth,Bachelor of Computing and Security Honours,Science,"9,150","34,700",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,Equivalent , ,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-computing-and-security-honours,English,A,"Ideal for students interested in independent research, this course involves a research thesis on the student's topic of choice, preparing them for a scientific research career.",,Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Counselling,Arts and Humanities,"7,600","32,550",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-counselling,English,A,"It gives students the opportunity to learn interpersonal competencies, including communication, interpersonal skills, teamwork, self reflection, negotiation and conflict resolution skills. The course is preparatory for those wishing to pursue postgraduate studies in counselling and psychotherapy.","Entry-Level Counsellor, Client Liaison, Community Worker, Family Welfare Officer, Human Service Worker, Mental Health Worker, Pastoral Roles",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Counter Terrorism Security and Intelligence,Science,"8,650","36,100",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-counter-terrorism-security-and-intelligence,English,A,"By studying the core elements of terrorism, security and intelligence in the foundation year, students are able to undertake specialised study in how to counter the terrorist threat, apply intelligence gathering techniques, think critically, analyse and understand criminal motivation. Students will learn to utilise suitable technology to secure assets, protect critical and national infrastructure and employ security management techniques to achieve desired security outcomes.","Security Analyst, Security Manager, Intelligence Analyst, Counter Terrorism Consultant, Security Consultant, Security and Risk Manager, Intelligence Officer, Strategic Risk Analyst, Security Profiler, Intelligence Profiler",Australia,Yes,Yes,Yes,Yes,Yes,
BA,Edith Cowan University,Perth,Bachelor of Criminology and Justice,Arts and Humanities,"7,500","32,650",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-criminology-and-justice,English,A,"The course provides a comprehensive understanding of the nature of criminology and justice and the principal disciplines of law, political science, psychology and sociology, which inform criminological and justice-related issues. It adopts a contemporary, international approach to criminology and justice education in developing well-educated practitioners. Students examine the nature of crime and social control, as well as a broad range of areas in the domain of justice, including policing, courts, law, corrections and alternative dispute resolution. ","Police Officer, Community Corrections Officer, Parole Officer, Youth Justice Officer, Prison Officer, Research & Policy Officer, Family/Juvenile Counsellor, Family Law Case Worker, Customs Officer, Security Officer",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Design,Arts and Humanities,"6,850","30,900",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-design,English,A,"In Fashion, students work fundamentally with garment as a site of expression and signifier of self that can carry narratives and reference histories; Visual and Spatial Design involves making visual and spatial products, services and environments through graphic and spatial design thinking to improve communities; while in Games and Interactive Design, students get the opportunity to create original digital interactive products and services that impact on audiences and address user experiences (UX). Students will explore the impact design has on history and on the future development of local, national and global communities. The course will provide opportunities for students to collaborate locally and internationally. The design majors, run by experienced graphic, spatial, digital, fashion and service design professionals and researchers at the forefront of design in Western Australia, encourage the sustainable use of materials, images and ideas as vehicles for exploration in relation to environments and individual people in real world and online contexts. Students develop transferable visual and spatial problem identification, ideation, and prototyping skills to establish their own place in the world, with a personal style, career opportunities and entrepreneurial skills.","Graphic Designer, Spatial Designer, Service Designer, Web Designer, Fashion Designer, Game Designer, Interior Designer, Conceptual Artist, Illustrator, Sketch-noter",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Education (Early Childhood Studies),Education,"6,850","31,600",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-early-childhood-studies,English,A,"A key feature of this course is connecting theory with practice. Graduates will have the knowledge and be able to develop early childhood educational programs for children from birth to 8 years of age. Partnerships with over 1,000 schools and early childhood settings allow pre-service teachers to gain experience in diverse settings, including public, private, metropolitan, regional and remote contexts working with children, families and communities. In addition, a distinguishing feature of this course is that pre-service teachers have the opportunity in the fourth year of their course to specialise and broaden their knowledge and skills in an area of interest. Units are also available in the degree that enables pre-service teachers to complete accreditation requirements to teach in Catholic schools. Final year pre-service teachers can apply for a place in the internship program in either a school or early learning setting.","Kindergarten, Pre-Primary or Junior Primary Teacher, Child Care Professional, Pedagogical Leader, Centre Director",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Education (Early Childhood Studies),Education,"6,850","31,600",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-early-childhood-studies,English,A,"A key feature of this course is connecting theory with practice. Graduates will have the knowledge and be able to develop early childhood educational programs for children from birth to 8 years of age. Partnerships with over 1,000 schools and early childhood settings allow pre-service teachers to gain experience in diverse settings, including public, private, metropolitan, regional and remote contexts working with children, families and communities. In addition, a distinguishing feature of this course is that pre-service teachers have the opportunity in the fourth year of their course to specialise and broaden their knowledge and skills in an area of interest. Units are also available in the degree that enables pre-service teachers to complete accreditation requirements to teach in Catholic schools. Final year pre-service teachers can apply for a place in the internship program in either a school or early learning setting.","Kindergarten, Pre-Primary or Junior Primary Teacher, Child Care Professional, Pedagogical Leader, Centre Director",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Bunbury,Bachelor of Education (Early Childhood Studies),Education,"6,850","31,600",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-early-childhood-studies,English,A,"A key feature of this course is connecting theory with practice. Graduates will have the knowledge and be able to develop early childhood educational programs for children from birth to 8 years of age. Partnerships with over 1,000 schools and early childhood settings allow pre-service teachers to gain experience in diverse settings, including public, private, metropolitan, regional and remote contexts working with children, families and communities. In addition, a distinguishing feature of this course is that pre-service teachers have the opportunity in the fourth year of their course to specialise and broaden their knowledge and skills in an area of interest. Units are also available in the degree that enables pre-service teachers to complete accreditation requirements to teach in Catholic schools. Final year pre-service teachers can apply for a place in the internship program in either a school or early learning setting.","Kindergarten, Pre-Primary or Junior Primary Teacher, Child Care Professional, Pedagogical Leader, Centre Director",Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Education (Primary),Education,"6,850","31,600",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-primary,English,A,"A key feature of this course is the range and number of professional practice experiences offered to Pre-Service Teachers, ensuring they can make the essential connection between theory and practice, while building both professional and generic employability skills in real teaching environments. Partnerships between ECU and over 1,000 schools and early learning centres allow for Pre-Service Teachers to gain experience in diverse settings, including public, private, metropolitan, regional, rural or remote schools, working with children from diverse economic, social, ethnic and educational backgrounds. Final year Pre-Service Teachers can apply for a place in the internship program in a school. Pre-Service Teachers also have the opportunity to complete a formal specialisation in their Primary Education qualification. This enables you to obtain a deeper and broader level knowledge and understanding in a particular Learning Area at the graduate level. Units are also available in the degree that enable students to complete accreditation requirements to teach in Catholic schools.",Primary School Teacher,Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Education (Primary),Education,"6,850","31,600",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-primary,English,A,"A key feature of this course is the range and number of professional practice experiences offered to Pre-Service Teachers, ensuring they can make the essential connection between theory and practice, while building both professional and generic employability skills in real teaching environments. Partnerships between ECU and over 1,000 schools and early learning centres allow for Pre-Service Teachers to gain experience in diverse settings, including public, private, metropolitan, regional, rural or remote schools, working with children from diverse economic, social, ethnic and educational backgrounds. Final year Pre-Service Teachers can apply for a place in the internship program in a school. Pre-Service Teachers also have the opportunity to complete a formal specialisation in their Primary Education qualification. This enables you to obtain a deeper and broader level knowledge and understanding in a particular Learning Area at the graduate level. Units are also available in the degree that enable students to complete accreditation requirements to teach in Catholic schools.",Primary School Teacher,Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Bunbury,Bachelor of Education (Primary),Education,"6,850","31,600",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-primary,English,A,"A key feature of this course is the range and number of professional practice experiences offered to Pre-Service Teachers, ensuring they can make the essential connection between theory and practice, while building both professional and generic employability skills in real teaching environments. Partnerships between ECU and over 1,000 schools and early learning centres allow for Pre-Service Teachers to gain experience in diverse settings, including public, private, metropolitan, regional, rural or remote schools, working with children from diverse economic, social, ethnic and educational backgrounds. Final year Pre-Service Teachers can apply for a place in the internship program in a school. Pre-Service Teachers also have the opportunity to complete a formal specialisation in their Primary Education qualification. This enables you to obtain a deeper and broader level knowledge and understanding in a particular Learning Area at the graduate level. Units are also available in the degree that enable students to complete accreditation requirements to teach in Catholic schools.",Primary School Teacher,Australia,Yes,Yes,Yes,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Education (Secondary),Education,"8,900","31,500",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-secondary,English,A,"Students study their preferred areas of specialisation, in addition to a suite of core education units that address key educational needs of young people. Graduates of this course will have the flexibility to take up employment in both private and government secondary schools. A central feature of this course is the range of professional practice experiences Pre-Service Teachers undertake throughout their training. This provides valuable and diverse employability skills and enables them to connect theory to practice.","Teacher, Education Officer, High School Teacher, Art Teacher, Biological Science Teacher, Computing Teacher, Design & Technology Teacher, Digital Media Teacher, Drama Teacher, Economics Teacher",Australia,No,Yes,No,Yes,No,
BA,Edith Cowan University,Perth,Bachelor of Education (Secondary),Education,"8,900","31,500",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.0,Year 12,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-secondary,English,A,"Students study their preferred areas of specialisation, in addition to a suite of core education units that address key educational needs of young people. Graduates of this course will have the flexibility to take up employment in both private and government secondary schools. A central feature of this course is the range of professional practice experiences Pre-Service Teachers undertake throughout their training. This provides valuable and diverse employability skills and enables them to connect theory to practice.","Teacher, Education Officer, High School Teacher, Art Teacher, Biological Science Teacher, Computing Teacher, Design & Technology Teacher, Digital Media Teacher, Drama Teacher, Economics Teacher",Australia,No,Yes,No,Yes,No,
